# CORE-IF-001 semantic delta ledger
# forge_commit=78fad4069d778996c24ecf5acc5cbe0e1edea7a
# donor_commit=cc2d69425beea2c93a4000e44d49381deba8eed2
# total_rows=1923
# disposition_counts={"Forge only preservation":1422,"adapted later":370,"rejected non scope item":131}
delta_id	donor_commit	donor_path	semantic_change	forge_path	applicability	disposition	requirement_id	phase_id	task_id	regression_id	evidence
DELTA-1490	cc2d69425beea2c93a4000e44d49381deba8eed2	none	test preservation	src/test/java/com/enviouse/futureshops/LangDeadKeyReportTest.java	applicable	Forge only preservation	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-DELTA-1490	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/test/java/com/enviouse/futureshops/LangDeadKeyReportTest.java
DELTA-1491	cc2d69425beea2c93a4000e44d49381deba8eed2	none	test preservation	src/test/java/com/enviouse/futureshops/MinecraftTestBootstrap.java	applicable	Forge only preservation	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-DELTA-1491	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/test/java/com/enviouse/futureshops/MinecraftTestBootstrap.java
DELTA-1492	cc2d69425beea2c93a4000e44d49381deba8eed2	none	test preservation	src/test/java/com/enviouse/futureshops/ModuleConfigContractTest.java	applicable	Forge only preservation	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-DELTA-1492	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/test/java/com/enviouse/futureshops/ModuleConfigContractTest.java
DELTA-1493	cc2d69425beea2c93a4000e44d49381deba8eed2	none	test preservation	src/test/java/com/enviouse/futureshops/PaymentSourceRegressionTest.java	applicable	Forge only preservation	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-DELTA-1493	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/test/java/com/enviouse/futureshops/PaymentSourceRegressionTest.java
DELTA-1494	cc2d69425beea2c93a4000e44d49381deba8eed2	none	test preservation	src/test/java/com/enviouse/futureshops/PlayerShopBuyHardeningContractTest.java	applicable	Forge only preservation	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-DELTA-1494	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/test/java/com/enviouse/futureshops/PlayerShopBuyHardeningContractTest.java
DELTA-1495	cc2d69425beea2c93a4000e44d49381deba8eed2	none	test preservation	src/test/java/com/enviouse/futureshops/ProtocolVersionConstantTest.java	applicable	Forge only preservation	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-DELTA-1495	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/test/java/com/enviouse/futureshops/ProtocolVersionConstantTest.java
DELTA-1496	cc2d69425beea2c93a4000e44d49381deba8eed2	none	test preservation	src/test/java/com/enviouse/futureshops/ShopResultCodeSwitchExhaustiveTest.java	applicable	Forge only preservation	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-DELTA-1496	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/test/java/com/enviouse/futureshops/ShopResultCodeSwitchExhaustiveTest.java
DELTA-1497	cc2d69425beea2c93a4000e44d49381deba8eed2	none	test preservation	src/test/java/com/enviouse/futureshops/WireRoundTripTest.java	applicable	Forge only preservation	CORE-REQ-016	CORE-PHASE-008	P008-TASK-003	REG-P000-DELTA-1497	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/test/java/com/enviouse/futureshops/WireRoundTripTest.java
DELTA-1498	cc2d69425beea2c93a4000e44d49381deba8eed2	none	test preservation	src/test/java/com/enviouse/futureshops/block/PlayerShopOfferPersistenceTest.java	applicable	Forge only preservation	CORE-REQ-006	CORE-PHASE-003	P003-TASK-001	REG-P000-DELTA-1498	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/test/java/com/enviouse/futureshops/block/PlayerShopOfferPersistenceTest.java
DELTA-1499	cc2d69425beea2c93a4000e44d49381deba8eed2	none	test preservation	src/test/java/com/enviouse/futureshops/block/ShopBlockIdentityNbtTest.java	applicable	Forge only preservation	CORE-REQ-011	CORE-PHASE-006	P006-TASK-001	REG-P000-DELTA-1499	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/test/java/com/enviouse/futureshops/block/ShopBlockIdentityNbtTest.java
DELTA-1500	cc2d69425beea2c93a4000e44d49381deba8eed2	none	test preservation	src/test/java/com/enviouse/futureshops/catalog/AdminBarterRemovalTest.java	applicable	Forge only preservation	CORE-REQ-011	CORE-PHASE-006	P006-TASK-001	REG-P000-DELTA-1500	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/test/java/com/enviouse/futureshops/catalog/AdminBarterRemovalTest.java
DELTA-1501	cc2d69425beea2c93a4000e44d49381deba8eed2	none	donor documentation or evidence delta	src/test/java/com/enviouse/futureshops/catalog/AdminBulkListingPlannerTest.java	non_product	rejected non scope item	CORE-REQ-011	CORE-PHASE-006	P006-TASK-001	REG-P000-DELTA-1501	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/test/java/com/enviouse/futureshops/catalog/AdminBulkListingPlannerTest.java
DELTA-1502	cc2d69425beea2c93a4000e44d49381deba8eed2	none	test preservation	src/test/java/com/enviouse/futureshops/catalog/AdminEditorWriterHelpersTest.java	applicable	Forge only preservation	CORE-REQ-011	CORE-PHASE-006	P006-TASK-001	REG-P000-DELTA-1502	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/test/java/com/enviouse/futureshops/catalog/AdminEditorWriterHelpersTest.java
DELTA-1503	cc2d69425beea2c93a4000e44d49381deba8eed2	none	test preservation	src/test/java/com/enviouse/futureshops/catalog/AdminListingIdentityTest.java	applicable	Forge only preservation	CORE-REQ-011	CORE-PHASE-006	P006-TASK-001	REG-P000-DELTA-1503	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/test/java/com/enviouse/futureshops/catalog/AdminListingIdentityTest.java
DELTA-1504	cc2d69425beea2c93a4000e44d49381deba8eed2	none	test preservation	src/test/java/com/enviouse/futureshops/catalog/AdminShopCatalogMaintenanceTest.java	applicable	Forge only preservation	CORE-REQ-011	CORE-PHASE-006	P006-TASK-001	REG-P000-DELTA-1504	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/test/java/com/enviouse/futureshops/catalog/AdminShopCatalogMaintenanceTest.java
DELTA-1505	cc2d69425beea2c93a4000e44d49381deba8eed2	none	test preservation	src/test/java/com/enviouse/futureshops/catalog/AdminShopConfigWriterSafetyTest.java	applicable	Forge only preservation	CORE-REQ-011	CORE-PHASE-006	P006-TASK-001	REG-P000-DELTA-1505	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/test/java/com/enviouse/futureshops/catalog/AdminShopConfigWriterSafetyTest.java
DELTA-1506	cc2d69425beea2c93a4000e44d49381deba8eed2	none	test preservation	src/test/java/com/enviouse/futureshops/catalog/AdminShopOfferDurableReceiptTest.java	applicable	Forge only preservation	CORE-REQ-006	CORE-PHASE-003	P003-TASK-001	REG-P000-DELTA-1506	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/test/java/com/enviouse/futureshops/catalog/AdminShopOfferDurableReceiptTest.java
DELTA-1507	cc2d69425beea2c93a4000e44d49381deba8eed2	none	test preservation	src/test/java/com/enviouse/futureshops/catalog/CatalogStockDisplayTest.java	applicable	Forge only preservation	CORE-REQ-011	CORE-PHASE-006	P006-TASK-001	REG-P000-DELTA-1507	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/test/java/com/enviouse/futureshops/catalog/CatalogStockDisplayTest.java
DELTA-1508	cc2d69425beea2c93a4000e44d49381deba8eed2	none	test preservation	src/test/java/com/enviouse/futureshops/catalog/ServerShopOfferSchemaTest.java	applicable	Forge only preservation	CORE-REQ-011	CORE-PHASE-006	P006-TASK-001	REG-P000-DELTA-1508	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/test/java/com/enviouse/futureshops/catalog/ServerShopOfferSchemaTest.java
DELTA-1509	cc2d69425beea2c93a4000e44d49381deba8eed2	none	test preservation	src/test/java/com/enviouse/futureshops/catalog/ShopCatalogPricingMathTest.java	applicable	Forge only preservation	CORE-REQ-011	CORE-PHASE-006	P006-TASK-001	REG-P000-DELTA-1509	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/test/java/com/enviouse/futureshops/catalog/ShopCatalogPricingMathTest.java
DELTA-1510	cc2d69425beea2c93a4000e44d49381deba8eed2	none	test preservation	src/test/java/com/enviouse/futureshops/catalog/ShopDefinitionLoaderStorageTest.java	applicable	Forge only preservation	CORE-REQ-011	CORE-PHASE-006	P006-TASK-001	REG-P000-DELTA-1510	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/test/java/com/enviouse/futureshops/catalog/ShopDefinitionLoaderStorageTest.java
DELTA-1511	cc2d69425beea2c93a4000e44d49381deba8eed2	none	test preservation	src/test/java/com/enviouse/futureshops/catalog/TaczSnbtRoundTripTest.java	applicable	Forge only preservation	CORE-REQ-011	CORE-PHASE-006	P006-TASK-001	REG-P000-DELTA-1511	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/test/java/com/enviouse/futureshops/catalog/TaczSnbtRoundTripTest.java
DELTA-1512	cc2d69425beea2c93a4000e44d49381deba8eed2	none	test preservation	src/test/java/com/enviouse/futureshops/catalog/offer/LegacyServerShopOfferCompilerTest.java	applicable	Forge only preservation	CORE-REQ-011	CORE-PHASE-006	P006-TASK-001	REG-P000-DELTA-1512	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/test/java/com/enviouse/futureshops/catalog/offer/LegacyServerShopOfferCompilerTest.java
DELTA-1513	cc2d69425beea2c93a4000e44d49381deba8eed2	none	test preservation	src/test/java/com/enviouse/futureshops/catalog/offer/ServerShopBundleSavingsTest.java	applicable	Forge only preservation	CORE-REQ-011	CORE-PHASE-006	P006-TASK-001	REG-P000-DELTA-1513	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/test/java/com/enviouse/futureshops/catalog/offer/ServerShopBundleSavingsTest.java
DELTA-1514	cc2d69425beea2c93a4000e44d49381deba8eed2	none	test preservation	src/test/java/com/enviouse/futureshops/catalog/offer/ServerShopOfferValidatorTest.java	applicable	Forge only preservation	CORE-REQ-011	CORE-PHASE-006	P006-TASK-001	REG-P000-DELTA-1514	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/test/java/com/enviouse/futureshops/catalog/offer/ServerShopOfferValidatorTest.java
DELTA-1515	cc2d69425beea2c93a4000e44d49381deba8eed2	none	test preservation	src/test/java/com/enviouse/futureshops/client/AtmCashClaimCollectionTrackerTest.java	applicable	Forge only preservation	CORE-REQ-006	CORE-PHASE-003	P003-TASK-001	REG-P000-DELTA-1515	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/test/java/com/enviouse/futureshops/client/AtmCashClaimCollectionTrackerTest.java
DELTA-1516	cc2d69425beea2c93a4000e44d49381deba8eed2	none	test preservation	src/test/java/com/enviouse/futureshops/client/AtmDepositTrackerTest.java	applicable	Forge only preservation	CORE-REQ-015	CORE-PHASE-008	P008-TASK-001	REG-P000-DELTA-1516	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/test/java/com/enviouse/futureshops/client/AtmDepositTrackerTest.java
DELTA-1517	cc2d69425beea2c93a4000e44d49381deba8eed2	none	test preservation	src/test/java/com/enviouse/futureshops/client/AtmWithdrawalTrackerTest.java	applicable	Forge only preservation	CORE-REQ-015	CORE-PHASE-008	P008-TASK-001	REG-P000-DELTA-1517	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/test/java/com/enviouse/futureshops/client/AtmWithdrawalTrackerTest.java
DELTA-1518	cc2d69425beea2c93a4000e44d49381deba8eed2	none	test preservation	src/test/java/com/enviouse/futureshops/client/CartResponsePolicyTest.java	applicable	Forge only preservation	CORE-REQ-015	CORE-PHASE-008	P008-TASK-001	REG-P000-DELTA-1518	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/test/java/com/enviouse/futureshops/client/CartResponsePolicyTest.java
DELTA-1519	cc2d69425beea2c93a4000e44d49381deba8eed2	none	test preservation	src/test/java/com/enviouse/futureshops/client/ClientRouteGuardTest.java	applicable	Forge only preservation	CORE-REQ-015	CORE-PHASE-008	P008-TASK-001	REG-P000-DELTA-1519	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/test/java/com/enviouse/futureshops/client/ClientRouteGuardTest.java
DELTA-1520	cc2d69425beea2c93a4000e44d49381deba8eed2	none	test preservation	src/test/java/com/enviouse/futureshops/client/PlayerShopCartStateCheckoutPolicyTest.java	applicable	Forge only preservation	CORE-REQ-015	CORE-PHASE-008	P008-TASK-001	REG-P000-DELTA-1520	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/test/java/com/enviouse/futureshops/client/PlayerShopCartStateCheckoutPolicyTest.java
DELTA-1521	cc2d69425beea2c93a4000e44d49381deba8eed2	none	test preservation	src/test/java/com/enviouse/futureshops/client/PlayerShopResponseTrackerTest.java	applicable	Forge only preservation	CORE-REQ-015	CORE-PHASE-008	P008-TASK-001	REG-P000-DELTA-1521	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/test/java/com/enviouse/futureshops/client/PlayerShopResponseTrackerTest.java
DELTA-1522	cc2d69425beea2c93a4000e44d49381deba8eed2	none	test preservation	src/test/java/com/enviouse/futureshops/client/ServerShopOfferResponseTrackerTest.java	applicable	Forge only preservation	CORE-REQ-015	CORE-PHASE-008	P008-TASK-001	REG-P000-DELTA-1522	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/test/java/com/enviouse/futureshops/client/ServerShopOfferResponseTrackerTest.java
DELTA-1523	cc2d69425beea2c93a4000e44d49381deba8eed2	none	test preservation	src/test/java/com/enviouse/futureshops/client/ShopClientPacketHandlerAtmPolicyTest.java	applicable	Forge only preservation	CORE-REQ-015	CORE-PHASE-008	P008-TASK-001	REG-P000-DELTA-1523	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/test/java/com/enviouse/futureshops/client/ShopClientPacketHandlerAtmPolicyTest.java
DELTA-1524	cc2d69425beea2c93a4000e44d49381deba8eed2	none	test preservation	src/test/java/com/enviouse/futureshops/client/ShopClientStateCartPolicyTest.java	applicable	Forge only preservation	CORE-REQ-015	CORE-PHASE-008	P008-TASK-001	REG-P000-DELTA-1524	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/test/java/com/enviouse/futureshops/client/ShopClientStateCartPolicyTest.java
DELTA-1525	cc2d69425beea2c93a4000e44d49381deba8eed2	none	test preservation	src/test/java/com/enviouse/futureshops/client/editor/AdminOfferEditorPhaseFourSourceTest.java	applicable	Forge only preservation	CORE-REQ-015	CORE-PHASE-008	P008-TASK-001	REG-P000-DELTA-1525	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/test/java/com/enviouse/futureshops/client/editor/AdminOfferEditorPhaseFourSourceTest.java
DELTA-1526	cc2d69425beea2c93a4000e44d49381deba8eed2	none	test preservation	src/test/java/com/enviouse/futureshops/client/editor/AdminOfferSaveAcknowledgementTest.java	applicable	Forge only preservation	CORE-REQ-015	CORE-PHASE-008	P008-TASK-001	REG-P000-DELTA-1526	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/test/java/com/enviouse/futureshops/client/editor/AdminOfferSaveAcknowledgementTest.java
DELTA-1527	cc2d69425beea2c93a4000e44d49381deba8eed2	none	test preservation	src/test/java/com/enviouse/futureshops/client/editor/AdminOfferSaveResultTrackerTest.java	applicable	Forge only preservation	CORE-REQ-015	CORE-PHASE-008	P008-TASK-001	REG-P000-DELTA-1527	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/test/java/com/enviouse/futureshops/client/editor/AdminOfferSaveResultTrackerTest.java
DELTA-1528	cc2d69425beea2c93a4000e44d49381deba8eed2	none	test preservation	src/test/java/com/enviouse/futureshops/client/editor/OfferEditorButtonStyleSourceTest.java	applicable	Forge only preservation	CORE-REQ-011	CORE-PHASE-006	P006-TASK-001	REG-P000-DELTA-1528	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/test/java/com/enviouse/futureshops/client/editor/OfferEditorButtonStyleSourceTest.java
DELTA-1529	cc2d69425beea2c93a4000e44d49381deba8eed2	none	test preservation	src/test/java/com/enviouse/futureshops/client/editor/OfferEditorDraftTest.java	applicable	Forge only preservation	CORE-REQ-011	CORE-PHASE-006	P006-TASK-001	REG-P000-DELTA-1529	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/test/java/com/enviouse/futureshops/client/editor/OfferEditorDraftTest.java
DELTA-1530	cc2d69425beea2c93a4000e44d49381deba8eed2	none	test preservation	src/test/java/com/enviouse/futureshops/client/editor/OfferEditorSimpleModeTest.java	applicable	Forge only preservation	CORE-REQ-011	CORE-PHASE-006	P006-TASK-001	REG-P000-DELTA-1530	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/test/java/com/enviouse/futureshops/client/editor/OfferEditorSimpleModeTest.java
DELTA-1531	cc2d69425beea2c93a4000e44d49381deba8eed2	none	test preservation	src/test/java/com/enviouse/futureshops/client/editor/OfferEditorStaleReviewTest.java	applicable	Forge only preservation	CORE-REQ-011	CORE-PHASE-006	P006-TASK-001	REG-P000-DELTA-1531	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/test/java/com/enviouse/futureshops/client/editor/OfferEditorStaleReviewTest.java
DELTA-1532	cc2d69425beea2c93a4000e44d49381deba8eed2	none	test preservation	src/test/java/com/enviouse/futureshops/client/editor/OfferEditorTemplatesTest.java	applicable	Forge only preservation	CORE-REQ-011	CORE-PHASE-006	P006-TASK-001	REG-P000-DELTA-1532	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/test/java/com/enviouse/futureshops/client/editor/OfferEditorTemplatesTest.java
DELTA-1533	cc2d69425beea2c93a4000e44d49381deba8eed2	none	test preservation	src/test/java/com/enviouse/futureshops/client/editor/OfferEditorTranslationCoverageTest.java	applicable	Forge only preservation	CORE-REQ-011	CORE-PHASE-006	P006-TASK-001	REG-P000-DELTA-1533	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/test/java/com/enviouse/futureshops/client/editor/OfferEditorTranslationCoverageTest.java
DELTA-1534	cc2d69425beea2c93a4000e44d49381deba8eed2	none	test preservation	src/test/java/com/enviouse/futureshops/client/market/MarketBackNavigationPolicyTest.java	applicable	Forge only preservation	CORE-REQ-013	CORE-PHASE-007	P007-TASK-001	REG-P000-DELTA-1534	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/test/java/com/enviouse/futureshops/client/market/MarketBackNavigationPolicyTest.java
DELTA-1535	cc2d69425beea2c93a4000e44d49381deba8eed2	none	test preservation	src/test/java/com/enviouse/futureshops/client/market/MarketCapabilitiesSnapshotTest.java	applicable	Forge only preservation	CORE-REQ-013	CORE-PHASE-007	P007-TASK-001	REG-P000-DELTA-1535	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/test/java/com/enviouse/futureshops/client/market/MarketCapabilitiesSnapshotTest.java
DELTA-1536	cc2d69425beea2c93a4000e44d49381deba8eed2	none	test preservation	src/test/java/com/enviouse/futureshops/client/market/MarketCapabilityIntegrationSourceTest.java	applicable	Forge only preservation	CORE-REQ-013	CORE-PHASE-007	P007-TASK-001	REG-P000-DELTA-1536	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/test/java/com/enviouse/futureshops/client/market/MarketCapabilityIntegrationSourceTest.java
